publication_number,filing_date,publication_date,title,abstract,cpc_codes,cited_patents
US-2025061600-A1,20241101,20250220,"Electronic device for augmenting training data, and control method therefor","An electronic device includes: one or more processors; and memory, storing: a first training data set including pieces of 2D pose data and pieces of 3D pose data; and instructions that, when executed by the one or more processors, cause the electronic device to: train a neural network model to estimate 3D poses based on the first training data set; obtain an augmented data set by augmenting the first training data set; based on at least one of similarity or reliability of 3D pose augmented data in the augmented data set; select at least one piece of 3D pose augmented data among pieces of 3D pose augmented data in the augmented data set; obtain a second training data set including the 3D pose augmented data and 2D pose augmented data corresponding to the 3D pose augmented data; and retrain the neural network model based on the second training data set.",G06N3/08|G06N3/045|G06N3/098|G06N3/047,
US-2020096990-A1,20191126,20200326,Systems and methods for removing background noise in an industrial pump environment,"Methods and systems for monitoring a plurality of components of a pump in an industrial environment include a data acquisition circuit structured to interpret a plurality of detection values, each of the plurality of detection values corresponding to at least one of a plurality of input sensors operationally coupled to the pump and communicatively coupled to the data acquisition circuit; a data processing circuit structured to utilize at least one of the plurality of detection values to perform at least one noise processing operation on at least a portion of the plurality of detection values; a signal evaluation circuit structured to determine a pump performance parameter in response to the noise processed plurality portion of the plurality of detection values; and a response circuit structured to perform at least one operation in response to the pump performance parameter.",G06N3/02|G06N3/088|G06N3/006|G06N3/126|G06N3/126|G06N3/088|G06N3/006|G06N3/084|G06N3/02|G06N3/084|G06N3/088|G06N3/006|G06N3/0472|G06N3/0445|G06N3/0454|G06N3/02|G06N3/126|G06N3/084|G06N3/047|G06N3/045|G06N3/044|G06N3/0499|G06N3/044|G06N3/045|G06N3/047,US-5974150-A|US-2016285840-A1
US-11734406-B2,20220120,20230822,Secure tamper resistant smart card,"Systems, devices, and methods for secure data management and transfer for secure data transactions are provided. For example, disclosed herein are secure &amp; tamper resistant smart cards configured to immutably store data and securely exchange at least a portion of the data via, for example, wireless networks and/or peer-to-peer networks. The smart cards comprise a plurality of dedicated hardware circuit blocks electrically coupled via a bus interconnection, the plurality of dedicated hardware circuit blocks configured to authenticate users, verify trust amongst the smart card and external devices, and encrypt sensitive data for secure transmission.",G06N3/04,WO-2010033116-A1|US-2013036463-A1|US-2014093144-A1|US-2015178718-A1|US-2015199673-A1|KR-101755285-B1|US-2020311509-A1|US-11004074-B1|US-2021224369-A1||
US-12254700-B2,20211104,20250318,Method and systems for detection accuracy ranking and vehicle instructions,"A system comprising at least one hardware processor for updating a cloud-based road anomaly database is disclosed, wherein the system receives information from a vehicle regarding an object detected by one or more sensors of the vehicle, the information may include a location and/or a size of the detected object; compares the location and/or the size of the first detected object against data stored in a road feature database regarding the first detected object; determines, based on comparing the location and/or the size, an accuracy score associated with the first detected object and the second detected object; and updates the cloud-based road anomaly database with the received information for the second detected object based on the associated accuracy score being higher than at least one of a threshold accuracy score or an accuracy score associated with corresponding object information stored in the cloud-based road anomaly database.",G06N3/08|G06N3/0442|G06N3/0464|G06N3/045,US-2004107042-A1|JP-2011027594-A|JP-2011027595-A|US-8597027-B2|US-8766817-B2|US-2016350173-A1|US-9633258-B2|EP-3222973-A2|EP-3358303-A1|US-10049129-B2|US-10480949-B2|US-10546200-B2|WO-2020165650-A2|WO-2020214294-A1|EP-3869833-A1|US-11113545-B2|US-11249984-B2|US-2022172606-A1|US-11510026-B2|US-11698466-B2|US-11790665-B2|US-11940290-B2|US-2024248982-A1|
US-11592790-B2,20200130,20230228,MIMO different-factor partial-form model-free control with parameter self-tuning,"The invention discloses a MIMO different-factor partial-form model-free control method with parameter self-tuning. In view of the limitations of the existing MIMO partial-form model-free control method with the same-factor structure, namely, at time k, different control inputs in the control input vector can only use the same values of penalty factor and step-size factors, the invention proposes a MIMO partial-form model-free control method with the different-factor structure, namely, at time k, different control inputs in the control input vector can use different values of penalty factors and/or step-size factors, which can solve control problems of strongly nonlinear MIMO systems with different characteristics between control channels widely existing in complex plants. Meanwhile, parameter self-tuning is proposed to effectively address the problem of time-consuming and cost-consuming when tuning the penalty factors and/or step-size factors. Compared with the existing method, the inventive method has higher control accuracy, stronger stability and wider applicability.",G06N3/0499|G06N3/09|G06N3/045|G06N3/084|G06N3/044|G06N3/084|G06N3/0454|G06N3/0445,US-2020249643-A1|US-2020249642-A1|US-2020249641-A1
US-2019154872-A1,20190115,20190523,"Methods, systems, apparatuses and devices for facilitating motion analysis in a field of interest","According to some embodiments, a system for performing motion analysis in a field of interest is disclosed. Further, the system may include a plurality of motion sensors configured to generate a plurality of motion data corresponding to at least one motion of at least one object in the field of interest. Further, the system may include a communication device configured for receiving configuration data associated with the field of interest from at least one data source. Further, the system may include a processing device configured for generating a digital model corresponding to the field of interest based on the configuration data using a simulation module and generating one or more of a plurality of motion signatures corresponding to a plurality of predetermined motions and a plurality of object signatures corresponding to a plurality of predetermined objects based on the digital model using the simulation module.",G06N3/092|G06N3/08|G06N3/0499|G06N3/09|G06N3/092,US-4532507-A|US-2004239509-A1|US-2005169314-A1|US-2006150222-A1|US-2006229739-A1|US-2009048518-A1|US-2011255093-A1|US-2012188344-A1|US-2013078904-A1|US-2013114849-A1|US-2014169634-A1|US-2015016712-A1|US-2015036883-A1|US-2015108901-A1|US-2015219682-A1|US-2015237325-A1|US-2015278988-A1|US-2016098646-A1|US-2016307324-A1|US-2017025000-A1|US-2017122769-A1|US-2017201684-A1|US-2017213576-A1|US-2017242714-A1|US-2017251035-A1|US-2017297488-A1|US-2017304707-A1|US-9846805-B2|US-2018041492-A1|US-2018130168-A1|US-2018357871-A1|US-2019034734-A1|US-2019114804-A1|US-2019121334-A1|US-2019156496-A1|US-2020068686-A1
US-2018253515-A1,20170303,20180906,Characterizing model performance using hierarchical feature groups,"The disclosed embodiments provide a system for processing data. During operation, the system uses a hierarchical structure of features inputted into a statistical model to obtain a set of groups of the features. Next, the system uses the groups as input to a set of view models for estimating an output of the statistical model. The system then applies the view models to the features to generate a set of view model outputs, wherein each view model output in the set of view model outputs represents an effect of a group in the set of groups on an output of the statistical model. Finally, the system outputs the view model outputs for use in characterizing a performance of the statistical model.",G06N3/08,
US-2024311428-A1,20230607,20240919,Identifying instances of digital content,"In implementations of systems for identifying instances of digital content, a computing device implements a content system to receive input data describing attributes of an entity segment and keywords that are associated with the attributes of the entity segment. The content system determines additional keywords that are semantically similar to the keywords using a machine-learning model trained on training data to classify semantically similar keywords. A set of matchable keywords is compiled that includes the keywords and the additional keywords. The content system identifies candidate instances of digital content based on content keywords assigned to the candidate instances of digital content and the set of matchable keywords. An indication of an instance of digital content is generated for display in a user interface based on the candidate instances of digital content.",G06N3/047|G06N3/045,US-2018247648-A1|US-2019295126-A1|US-2020160229-A1|US-10846328-B2|US-10887640-B2|US-2021042366-A1|US-2021232621-A1|US-2021304253-A1|US-2022114624-A1|US-2023072498-A1|US-2023169139-A1|US-2023214679-A1|US-2023367821-A1
US-2019244102-A1,20190422,20190808,Devices and methods using machine learning to reduce resource usage in surveillance,"A method and system where a first subsystem makes observations and performs surveillance using sensors in a mode that conserves a resource such as power, data transmission band width or processing cycles. This is accomplished by reducing illumination, pixel count, sampling rate or other functions that result in a limited granularity or data collection rate. A machine model is applied to the limited data and, when it evaluates to a suitable result or a prediction of an interesting condition, another subsystem or the same subsystem in a different mode collects data at a finer granularity with a higher data collection size or rate and evaluates that data to determine the nature of the first evaluation. The machine model may be trained in stages on a large scale server and on a small field processor. Data from the sensor may be used for training to improve the second step.",G06N3/08|G06N3/096|G06N3/0442|G06N3/09,US-6697502-B2|US-2011007950-A1|WO-2013178819-A1
US-12262167-B2,20230516,20250325,Open acoustic device,"An open acoustic device ( 100 ) may include a fixing structure ( 120 ) configured to fix the acoustic device ( 100 ) near an ear of a user without blocking an ear canal of the user; a first microphone array ( 130 ) configured to acquire environmental noise ( 410 ); a signal processor ( 140 ) configured to: determine, based on the environmental noise, a primary route transfer function ( 420 ) between the first microphone array ( 130 ) and the ear canal of the user; estimate, based on the environmental noise and the primary route transfer function, a noise signal ( 430 ) at the ear canal of the user; and generate, based on the noise signal at the ear canal of the user, a noise reduction signal ( 440 ); and a speaker ( 150 ) configured to output, according to the noise reduction signal, a noise reduction acoustic wave ( 450 ), the noise reduction acoustic wave being configured to eliminate the noise signal.",G06N3/0464,US-2003103635-A1|US-2008130929-A1|US-2009304203-A1|TW-201212659-A|US-2012215519-A1|JP-2012247738-A|US-2013243214-A1|US-8611552-B1|US-2014105413-A1|US-2014126735-A1|US-2014141724-A1|US-2014172421-A1|US-2015003624-A1|US-9824678-B1|CN-108900943-A|US-2019028803-A1|WO-2020052759-A1|US-2020163038-A1|CA-3069085-A1|EP-3716652-A1|CN-111933102-A|CN-112055278-A|US-2021029443-A1|US-2021034725-A1|US-2021044882-A1|US-10970575-B2|US-2021160602-A1|US-2021168485-A1|CN-113241053-A|CN-113301461-A|US-2021274293-A1|CN-113409755-A|CN-113421540-A|US-2022014850-A1|US-11328702-B1|US-2022201388-A1|US-2022392427-A1||||
